id,JP,JP_reading,EN,part_of_speech,EN_sentence,JP_sentence,JP_media,JP_sentence_media,JP_pitch_accent
1972,土産,みやげ,souvenir,noun,I got sake as a souvenir.,<b> 土産[みやげ]</b>に 日本酒[にほんしゅ]をもらった。,1972V.opus,1972S.opus,0
1973,臭い,におい,(bad) smell,noun,There's an unpleasant smell here.,ここはいやな<b> 臭[にお]い</b>がする。,1973V.opus,1973S.opus,2
1974,現金,げんきん,cash,noun,Please pay in cash.,代金[だいきん]は<b> 現金[げんきん]</b>でお 願[ねが]いします。,1974V.opus,1974S.opus,3
1975,虫,むし,"insect, bug",noun,Autumn insects are chirping in the garden.,庭[にわ]で 秋[あき]の<b> 虫[むし]</b>が 鳴[な]いているね。,1975V.opus,1975S.opus,0
1976,寄る,よる,"stop by, stop off",verb,I'll drop in at my aunt's house on the way home.,帰[かえ]りに 叔母[おば]の 家[いえ]に<b> 寄[よ]ります</b>。,1976V.opus,1976S.opus,0
1977,田舎,いなか,"hometown, countryside",noun,I go back to my hometown every summer.,私[わたし]は 毎年[まいとし] 夏[なつ]に<b> 田舎[いなか]</b>に 帰[かえ]ります。,1977V.opus,1977S.opus,0
1978,帰宅,きたく,"return home, come home",verbal noun,I came home at 11 o'clock in the evening.,夜[よる]の１１ 時[じ]に<b> 帰宅[きたく]</b>しました。,1978V.opus,1978S.opus,0
1979,重大,じゅうだい,"important, serious",adjectival noun,I have an important announcement.,<b> 重大[じゅうだい]</b>な 発表[はっぴょう]があります。,1979V.opus,1979S.opus,0
1980,マイナス,まいなす,"minus, below zero",verbal noun,The temperature outside is minus three degrees.,外[そと]の 温度[おんど]は<b>マイナス</b>３ 度[ど]です。,1980V.opus,1980S.opus,0
1981,稼ぐ,かせぐ,"earn, make money",verb,I hear he made a lot of money.,彼[かれ]はお 金[かね]をだいぶ<b> 稼[かせ]いだ</b>らしいよ。,1981V.opus,1981S.opus,2
1982,左右,さゆう,right and left,noun,Look left and right before crossing the crosswalk.,<b> 左右[さゆう]</b>を 見[み]てから 横断[おうだん] 歩道[ほどう]を 渡[わた]りなさい。,1982V.opus,1982S.opus,1
1983,痛み,いたみ,"pain, ache",noun,I have a pain in my back.,背中[せなか]に<b> 痛[いた]み</b>があります。,1983V.opus,1983S.opus,3
1984,誤解,ごかい,"misunderstanding (mutual). A more neutral or formal term, usually between people.",verbal noun,"You misunderstand my feelings, don't you?",私[わたし]の 気持[きも]ちを<b> 誤解[ごかい]</b>しているんじゃない！,1984V.opus,1984S.opus,0
1985,文句,もんく,"complaint, grumble",noun,She does nothing but complain.,彼女[かのじょ]はいつも<b> 文句[もんく]</b>ばかり 言[い]う。,1985V.opus,1985S.opus,1
1986,欧米,おうべい,Europe and America,noun,The company has expanded into Europe and America.,その 会社[かいしゃ]は<b> 欧米[おうべい]</b>に 進出[しんしゅつ]しているよね。,1986V.opus,1986S.opus,0
1987,面接,めんせつ,"interview (for job/school). Job interview, school entry",verbal noun,I had a interview for my new job.,新[あたら]しい 仕事[しごと]の<b> 面接[めんせつ]</b>に 行[い]ってきました。,1987V.opus,1987S.opus,0
1988,サイン,さいん,"signature, autograph",verbal noun,Please sign here.,ここに<b>サイン</b>してください。,1988V.opus,1988S.opus,1
1989,年中,ねんじゅう,all year,adverb,My aunt travels all year round.,叔母[おば]は<b> 年中[ねんじゅう]</b> 旅行[りょこう]しています。,1989V.opus,1989S.opus,1
1990,機嫌,きげん,"mood, health",noun,She is in a very good mood.,彼女[かのじょ]は 大変[たいへん]<b> 機嫌[きげん]</b>がいいね。,1990V.opus,1990S.opus,0
1991,居間,いま,living room (neutral architectural term),noun,My father is watching TV in the living room.,父[ちち]は<b> 居間[いま]</b>でテレビを 見[み]ている。,1991V.opus,1991S.opus,2
1992,度々,たびたび,often,adverb,I often get emails from him.,彼[かれ]から<b> 度々[たびたび]</b>メールがきます。,1992V.opus,1992S.opus,0
1993,例文,れいぶん,example sentence,noun,Please write three example sentences.,<b> 例文[れいぶん]</b>を３つ 作[つく]ってください。,1993V.opus,1993S.opus,0
1994,怠ける,なまける,"be lazy, slack off",verb,Stop slacking and help me!,<b> 怠[なま]けて</b>いないで、 手伝[てつだ]って。,1994V.opus,1994S.opus,3
1995,転勤,てんきん,"transfer, relocation. Transfer of work location within the same company.",verbal noun,He was transferred to Osaka.,彼[かれ]は 大阪[おおさか]に<b> 転勤[てんきん]</b>しました。,1995V.opus,1995S.opus,0
1996,政府,せいふ,"government, administration",noun,The government didn't do anything about the demonstration.,そのデモについて<b> 政府[せいふ]</b>は 何[なに]もしなかった。,1996V.opus,1996S.opus,1
1997,所有,しょゆう,"ownership, own",verbal noun,He owns three cars.,彼[かれ]は 車[くるま]を３ 台[だい]<b> 所有[しょゆう]</b>している。,1997V.opus,1997S.opus,0
1998,いずれ,いずれ,"sometime later, eventually",adverb,Let's meet again sometime.,<b>いずれ</b>またお 会[あ]いしましょう。,1998V.opus,1998S.opus,0
1999,対する,たいする,"face, be in response to",verb,I couldn't find an answer to the question.,その 質問[しつもん]に<b> 対[たい]する</b> 答[こた]えが 見[み]つからなかった。,1999V.opus,1999S.opus,3
2000,教会,きょうかい,church,noun,We had our wedding in a church.,私[わたし]たちは<b> 教会[きょうかい]</b>で 結婚式[けっこんしき]をしました。,2000V.opus,2000S.opus,0
2001,ご存知,ごぞんじ,know (honorific),noun,Do you know his name?,彼[かれ]の 名前[なまえ]を<b>ご 存知[ぞんじ]</b>ですか。,2001V.opus,2001S.opus,2
2002,雀,すずめ,sparrow,noun,I wake up to the sound of sparrows in the morning.,朝[あさ]は<b> 雀[すずめ]</b>の 声[こえ]で 目[め]が 覚[さ]めます。,2002V.opus,2002S.opus,0
2003,適当,てきとう,appropriate / random (context-dependent: good or careless),adjectival noun,I can't find an appropriate answer to the question.,その 質問[しつもん]の<b> 適当[てきとう]</b>な 答[こた]えが 見[み]つかりません。,2003V.opus,2003S.opus,0
2004,残り,のこり,"rest, leftover",noun,I'll do the rest of the work at home.,仕事[しごと]の<b> 残[のこ]り</b>は 家[いえ]でします。,2004V.opus,2004S.opus,3
2005,戻す,もどす,put (something) back,verb,Let's get back to what we were talking about.,話[はなし]を<b> 戻[もど]しましょう</b>。,2005V.opus,2005S.opus,2
2006,体重,たいじゅう,body weight,noun,I weigh myself every morning.,私[わたし]は 毎朝[まいあさ]<b> 体重[たいじゅう]</b>を 測[はか]っています。,2006V.opus,2006S.opus,0
2007,どうせ,どうせ,anyway,adverb,Let's go slowly as we won't make it on time anyway.,<b>どうせ</b> 間[ま]に 合[あ]わないならゆっくり 行[い]こう。,2007V.opus,2007S.opus,0
2008,あれこれ,あれこれ,"this and that, one thing or another",noun,I couldn't decide what clothes to buy.,服[ふく]を 買[か]うのに<b>あれこれ</b> 迷[まよ]いました。,2008V.opus,2008S.opus,2
2009,湖,みずうみ,lake,noun,A boat is floating in the lake.,<b> 湖[みずうみ]</b>にボートが 浮[う]かんでいます。,2009V.opus,2009S.opus,3
2010,とうとう,とうとう,"at last, finally.&nbsp;Implies something long-awaited or inevitable finally happened — can be positive or negative.",adverb,"At last, our moving day has come.",<b>とうとう</b> 引[ひ]っ 越[こ]しの 日[ひ]がきました。,2010V.opus,2010S.opus,1
2011,負け,まけ,"defeat, loss",noun,You've lost this match.,この 勝負[しょうぶ]はあなたの<b> 負[ま]け</b>です。,2011V.opus,2011S.opus,0
2012,悔しい,くやしい,"frustrating, regrettable",adjective,I'm so frustrated because we lost the game.,試合[しあい]に 負[ま]けてとても<b> 悔[くや]しい</b>。,2012V.opus,2012S.opus,3
2013,姉妹,しまい,sisters,noun,We are three sisters.,うちは３ 人[にん]<b> 姉妹[しまい]</b>です。,2013V.opus,2013S.opus,1
2014,助かる,たすかる,"be helped, be rescued",verb,He survived because he was wearing a seatbelt.,彼[かれ]はシートベルトをしていたので<b> 助[たす]かった</b>んだ。,2014V.opus,2014S.opus,3
2015,手前,てまえ,in front,noun,There's a post office before the station.,駅[えき]の<b> 手前[てまえ]</b>に 郵便[ゆうびん] 局[きょく]があります。,2015V.opus,2015S.opus,0
2016,さっぱり,さっぱり,completely not,adverb,I completely don't understand what she says.,彼女[かのじょ]の 言[い]っていることが<b>さっぱり</b> 分[わ]からないの。,2016V.opus,2016S.opus,3
2017,ついで,ついで,"on the way, to take the opportunity",noun,Let's use this chance to invite him too.,<b>ついで</b>だから 彼[かれ]も 呼[よ]ぼうよ。,2017V.opus,2017S.opus,0
2018,すっきり,すっきり,refreshed,adverb,I felt refreshed after a good sleep.,よく 眠[ねむ]ったら 気分[きぶん]が<b>すっきり</b>した。,2018V.opus,2018S.opus,3
2019,とんでもない,とんでもない,"unthinkable, outrageous",adjective,It's unthinkable to go home in the middle of work.,仕事[しごと] 中[ちゅう]に 帰[かえ]るなんて<b>とんでもない</b>。,2019V.opus,2019S.opus,5
2020,坂,さか,"slope, hill",noun,Going up this slope is very hard.,この<b> 坂[さか]</b>を 上[のぼ]るのはすごくきついね。,2020V.opus,2020S.opus,2
2021,飛び込む,とびこむ,"dive into, jump into",verb,A frog jumped into the pond.,カエルが 池[いけ]に<b> 飛[と]び 込[こ]んだ</b>ね。,2021V.opus,2021S.opus,3
2022,コメント,こめんと,comment,verbal noun,There was no comment from users today.,今日[きょう]はユーザーからの<b>コメント</b>はなかった。,2022V.opus,2022S.opus,0
2023,書き直す,かきなおす,rewrite,verb,Please rewrite this document.,この 書類[しょるい]を<b> 書[か]き 直[なお]して</b>ください。,2023V.opus,2023S.opus,4
2024,看護婦,かんごふ,female nurse,noun,My mother's a nurse.,母[はは]は<b> 看護[かんご] 婦[ふ]</b>です。,2024V.opus,2024S.opus,3
2025,就職,しゅうしょく,"finding a job, getting a job",verbal noun,Young people find it harder to find jobs these days.,最近[さいきん]、 若[わか]い 人[ひと]たちの<b> 就職[しゅうしょく]</b>が 難[むずか]しくなっています。,2025V.opus,2025S.opus,0
2026,糸,いと,"thread, yarn",noun,My mother threaded a needle.,母[はは]は<b> 糸[いと]</b>を 針[はり]に 通[とお]した。,2026V.opus,2026S.opus,1
2027,売り場,うりば,"sales floor, department",noun,Where is the shoe department?,くつ<b> 売[う]り 場[ば]</b>はどこですか。,2027V.opus,2027S.opus,0
2028,校長,こうちょう,"principal, schoolmaster",noun,That person is a high school principal.,あの 人[ひと]は 高校[こうこう]の<b> 校長[こうちょう]</b>だ。,2028V.opus,2028S.opus,0
2029,見学,けんがく,"field trip.&nbsp;Observational visit — to a factory, museum, etc., for educational or professional purposes.",verbal noun,We went on a field trip to a factory today.,今日[きょう]、 工場[こうじょう]の<b> 見学[けんがく]</b>に 行[い]きました。,2029V.opus,2029S.opus,0
2030,進学,しんがく,entering a higher-level school,verbal noun,She'll enter college next year.,彼女[かのじょ]は 来年[らいねん]、 大学[だいがく]に<b> 進学[しんがく]</b>する。,2030V.opus,2030S.opus,0
2031,退院,たいいん,discharge from hospital,verbal noun,My mother is being discharged from hospital today.,母[はは]が 今日[きょう]<b> 退院[たいいん]</b>します。,2031V.opus,2031S.opus,0
2032,テント,てんと,tent,noun,We set up the tent together.,みんなで<b>テント</b>を 張[は]りました。,2032V.opus,2032S.opus,1
2033,踊り,おどり,"dance, dancing",noun,This dance is easy.,この<b> 踊[おど]り</b>は 易[やさ]しいですよ。,2033V.opus,2033S.opus,0
2034,植える,うえる,to plant,verb,I planted some roses in the garden.,庭[にわ]にバラを<b> 植[う]えました</b>。,2034V.opus,2034S.opus,0
2035,幼稚園,ようちえん,kindergarten,noun,My daughter goes to kindergarten.,娘[むすめ]は<b> 幼稚園[ようちえん]</b>に 通[かよ]っています。,2035V.opus,2035S.opus,3
2036,エアメール,えあめーる,airmail (loanword),noun,I sent him a letter by airmail.,彼[かれ]に<b>エアメール</b>を 送[おく]りました。,2036V.opus,2036S.opus,3
2037,四季,しき,the four seasons,noun,We have four seasons in Japan.,日本[にほん]には<b> 四季[しき]</b>がある。,2037V.opus,2037S.opus,2
2038,ナイロン,ないろん,nylon,noun,This jacket is made of nylon.,このジャケットは<b>ナイロン</b>でできています。,2038V.opus,2038S.opus,1
2039,消防車,しょうぼうしゃ,fire engine,noun,Four fire engines came.,<b> 消防車[しょうぼうしゃ]</b>が４ 台[だい]も 来[き]た。,2039V.opus,2039S.opus,3
2040,ハンドバッグ,はんどばっぐ,handbag,noun,I forgot my handbag.,<b>ハンドバッグ</b>を 忘[わす]れました。,2040V.opus,2040S.opus,4
2041,農業,のうぎょう,agriculture,noun,I'm studying agriculture.,私[わたし]は<b> 農業[のうぎょう]</b>を 勉強[べんきょう]しています。,2041V.opus,2041S.opus,1
2042,アイロン,あいろん,iron (katakana). The tool used for ironing clothes.,noun,She ironed the shirt.,彼女[かのじょ]はシャツに<b>アイロン</b>をかけた。,2042V.opus,2042S.opus,0
2043,ラッシュアワー,らっしゅあわー,rush hour,noun,I hate rush hour trains.,私[わたし]は<b>ラッシュアワー</b>の 電車[でんしゃ]が 嫌[きら]いです。,2043V.opus,2043S.opus,4
2044,速達,そくたつ,"special delivery, express mail. Abbreviated term (2 kanji); common in everyday language.",noun,I want to send this by express mail.,これを<b> 速達[そくたつ]</b>で 送[おく]りたいのですが。,2044V.opus,2044S.opus,0
2045,予習,よしゅう,"preparation, previewing (a lesson)",verbal noun,Let's prepare for tomorrow.,明日[あした]の<b> 予習[よしゅう]</b>をしましょう。,2045V.opus,2045S.opus,0
2046,書留,かきとめ,registered mail,noun,I want to send this by registered mail.,これを<b> 書留[かきとめ]</b>で 送[おく]りたいのですが。,2046V.opus,2046S.opus,0
